"","Job","University","Freq"
"649","Freelancer"," KNEU",0
"650","GlobalLogic"," KNEU",0
"651","Indigo"," KNEU",0
"652","Iteazer"," KNEU",0
"653","Lesoft"," KNEU",0
"654","LLC"," KNEU",0
"655","Lohika"," KNEU",0
"656","Luxoft"," KNEU",0
"657","Microsoft"," KNEU",0
"658","Mirantis"," KNEU",0
"659","MMCIS"," KNEU",0
"660","NAS"," KNEU",0
"661","NBU"," KNEU",0
"662","NefteGaz"," KNEU",0
"663","Oracle"," KNEU",0
"664","Playtech"," KNEU",0
"665","PRISM"," KNEU",0
"666","Privat Bank"," KNEU",0
"667","ProCredit Bank"," KNEU",0
"668","Rvuzov"," KNEU",0
"669","Samsung"," KNEU",0
"670","SoftServe"," KNEU",0
"671","Some"," KNEU",0
"672","Taltek"," KNEU",0
"673","Tartu"," KNEU",0
"674","Terrasoft"," KNEU",0.015625
"675","Theorem"," KNEU",0
"676","TNS"," KNEU",0
"677","Ubisoft"," KNEU",0
"678","Viasoft Ltd"," KNEU",0
"679","Vlasov"," KNEU",0
"680","WinInteractive"," KNEU",0
"681","4A Games"," KNU",0
"682","Agralp"," KNU",0
"683","Akvelon"," KNU",0
"684","Alpha Bank"," KNU",0
"685","Appko"," KNU",0
"686","Ciklum"," KNU",0
"687","Cogniance"," KNU",0
"688","EPAM"," KNU",0
"689","Freelancer"," KNU",0.015625
"690","GlobalLogic"," KNU",0
"691","Indigo"," KNU",0
"692","Iteazer"," KNU",0.015625
"693","Lesoft"," KNU",0
"694","LLC"," KNU",0.015625
"695","Lohika"," KNU",0
"696","Luxoft"," KNU",0
"697","Microsoft"," KNU",0.015625
"698","Mirantis"," KNU",0
"699","MMCIS"," KNU",0
"700","NAS"," KNU",0
"701","NBU"," KNU",0
"702","NefteGaz"," KNU",0
"703","Oracle"," KNU",0
"704","Playtech"," KNU",0.015625
"705","PRISM"," KNU",0
"706","Privat Bank"," KNU",0
"707","ProCredit Bank"," KNU",0
"708","Rvuzov"," KNU",0.015625
"709","Samsung"," KNU",0
"710","SoftServe"," KNU",0.015625
"711","Some"," KNU",0
"712","Taltek"," KNU",0
"713","Tartu"," KNU",0
"714","Terrasoft"," KNU",0
"715","Theorem"," KNU",0.015625
"716","TNS"," KNU",0.015625
"717","Ubisoft"," KNU",0.046875
"718","Viasoft Ltd"," KNU",0
"719","Vlasov"," KNU",0
"720","WinInteractive"," KNU",0
"721","4A Games"," KNU CS",0
"722","Agralp"," KNU CS",0
"723","Akvelon"," KNU CS",0
"724","Alpha Bank"," KNU CS",0
"725","Appko"," KNU CS",0
"726","Ciklum"," KNU CS",0
"727","Cogniance"," KNU CS",0
"728","EPAM"," KNU CS",0
"729","Freelancer"," KNU CS",0
"730","GlobalLogic"," KNU CS",0
"731","Indigo"," KNU CS",0
"732","Iteazer"," KNU CS",0
"733","Lesoft"," KNU CS",0
"734","LLC"," KNU CS",0
"735","Lohika"," KNU CS",0
"736","Luxoft"," KNU CS",0
"737","Microsoft"," KNU CS",0.015625
"738","Mirantis"," KNU CS",0
"739","MMCIS"," KNU CS",0
"740","NAS"," KNU CS",0
"741","NBU"," KNU CS",0
"742","NefteGaz"," KNU CS",0
"743","Oracle"," KNU CS",0
"744","Playtech"," KNU CS",0
"745","PRISM"," KNU CS",0
"746","Privat Bank"," KNU CS",0
"747","ProCredit Bank"," KNU CS",0
"748","Rvuzov"," KNU CS",0
"749","Samsung"," KNU CS",0
"750","SoftServe"," KNU CS",0
"751","Some"," KNU CS",0
"752","Taltek"," KNU CS",0
"753","Tartu"," KNU CS",0
"754","Terrasoft"," KNU CS",0
"755","Theorem"," KNU CS",0.015625
"756","TNS"," KNU CS",0
"757","Ubisoft"," KNU CS",0.015625
"758","Viasoft Ltd"," KNU CS",0
"759","Vlasov"," KNU CS",0
"760","WinInteractive"," KNU CS",0
"761","4A Games"," KNU Economical",0
"762","Agralp"," KNU Economical",0
"763","Akvelon"," KNU Economical",0
"764","Alpha Bank"," KNU Economical",0
"765","Appko"," KNU Economical",0
"766","Ciklum"," KNU Economical",0
"767","Cogniance"," KNU Economical",0
"768","EPAM"," KNU Economical",0
"769","Freelancer"," KNU Economical",0
"770","GlobalLogic"," KNU Economical",0
"771","Indigo"," KNU Economical",0
"772","Iteazer"," KNU Economical",0
"773","Lesoft"," KNU Economical",0
"774","LLC"," KNU Economical",0
"775","Lohika"," KNU Economical",0
"776","Luxoft"," KNU Economical",0
"777","Microsoft"," KNU Economical",0
"778","Mirantis"," KNU Economical",0
"779","MMCIS"," KNU Economical",0
"780","NAS"," KNU Economical",0
"781","NBU"," KNU Economical",0
"782","NefteGaz"," KNU Economical",0
"783","Oracle"," KNU Economical",0
"784","Playtech"," KNU Economical",0
"785","PRISM"," KNU Economical",0
"786","Privat Bank"," KNU Economical",0
"787","ProCredit Bank"," KNU Economical",0.015625
"788","Rvuzov"," KNU Economical",0
"789","Samsung"," KNU Economical",0
"790","SoftServe"," KNU Economical",0
"791","Some"," KNU Economical",0
"792","Taltek"," KNU Economical",0
"793","Tartu"," KNU Economical",0
"794","Terrasoft"," KNU Economical",0
"795","Theorem"," KNU Economical",0
"796","TNS"," KNU Economical",0
"797","Ubisoft"," KNU Economical",0
"798","Viasoft Ltd"," KNU Economical",0
"799","Vlasov"," KNU Economical",0
"800","WinInteractive"," KNU Economical",0
"801","4A Games"," KNU Physical Department",0
"802","Agralp"," KNU Physical Department",0
"803","Akvelon"," KNU Physical Department",0
"804","Alpha Bank"," KNU Physical Department",0
"805","Appko"," KNU Physical Department",0
"806","Ciklum"," KNU Physical Department",0
"807","Cogniance"," KNU Physical Department",0
"808","EPAM"," KNU Physical Department",0
"809","Freelancer"," KNU Physical Department",0
"810","GlobalLogic"," KNU Physical Department",0
"811","Indigo"," KNU Physical Department",0
"812","Iteazer"," KNU Physical Department",0
"813","Lesoft"," KNU Physical Department",0
"814","LLC"," KNU Physical Department",0
"815","Lohika"," KNU Physical Department",0
"816","Luxoft"," KNU Physical Department",0
"817","Microsoft"," KNU Physical Department",0
"818","Mirantis"," KNU Physical Department",0
"819","MMCIS"," KNU Physical Department",0
"820","NAS"," KNU Physical Department",0
"821","NBU"," KNU Physical Department",0
"822","NefteGaz"," KNU Physical Department",0
"823","Oracle"," KNU Physical Department",0
"824","Playtech"," KNU Physical Department",0
"825","PRISM"," KNU Physical Department",0
"826","Privat Bank"," KNU Physical Department",0
"827","ProCredit Bank"," KNU Physical Department",0
"828","Rvuzov"," KNU Physical Department",0
"829","Samsung"," KNU Physical Department",0
"830","SoftServe"," KNU Physical Department",0.015625
"831","Some"," KNU Physical Department",0
"832","Taltek"," KNU Physical Department",0
"833","Tartu"," KNU Physical Department",0
"834","Terrasoft"," KNU Physical Department",0
"835","Theorem"," KNU Physical Department",0
"836","TNS"," KNU Physical Department",0
"837","Ubisoft"," KNU Physical Department",0
"838","Viasoft Ltd"," KNU Physical Department",0
"839","Vlasov"," KNU Physical Department",0
"840","WinInteractive"," KNU Physical Department",0
"841","4A Games"," KPI",0
"842","Agralp"," KPI",0
"843","Akvelon"," KPI",0
"844","Alpha Bank"," KPI",0
"845","Appko"," KPI",0
"846","Ciklum"," KPI",0.015625
"847","Cogniance"," KPI",0
"848","EPAM"," KPI",0
"849","Freelancer"," KPI",0
"850","GlobalLogic"," KPI",0
"851","Indigo"," KPI",0
"852","Iteazer"," KPI",0
"853","Lesoft"," KPI",0
"854","LLC"," KPI",0
"855","Lohika"," KPI",0
"856","Luxoft"," KPI",0.046875
"857","Microsoft"," KPI",0
"858","Mirantis"," KPI",0
"859","MMCIS"," KPI",0
"860","NAS"," KPI",0
"861","NBU"," KPI",0
"862","NefteGaz"," KPI",0
"863","Oracle"," KPI",0
"864","Playtech"," KPI",0
"865","PRISM"," KPI",0.015625
"866","Privat Bank"," KPI",0
"867","ProCredit Bank"," KPI",0
"868","Rvuzov"," KPI",0
"869","Samsung"," KPI",0.015625
"870","SoftServe"," KPI",0
"871","Some"," KPI",0.015625
"872","Taltek"," KPI",0
"873","Tartu"," KPI",0
"874","Terrasoft"," KPI",0
"875","Theorem"," KPI",0
"876","TNS"," KPI",0
"877","Ubisoft"," KPI",0.046875
"878","Viasoft Ltd"," KPI",0
"879","Vlasov"," KPI",0
"880","WinInteractive"," KPI",0
"881","4A Games"," KPI FIOT",0
"882","Agralp"," KPI FIOT",0
"883","Akvelon"," KPI FIOT",0
"884","Alpha Bank"," KPI FIOT",0
"885","Appko"," KPI FIOT",0
"886","Ciklum"," KPI FIOT",0
"887","Cogniance"," KPI FIOT",0
"888","EPAM"," KPI FIOT",0
"889","Freelancer"," KPI FIOT",0
"890","GlobalLogic"," KPI FIOT",0
"891","Indigo"," KPI FIOT",0
"892","Iteazer"," KPI FIOT",0
"893","Lesoft"," KPI FIOT",0
"894","LLC"," KPI FIOT",0
"895","Lohika"," KPI FIOT",0
"896","Luxoft"," KPI FIOT",0
"897","Microsoft"," KPI FIOT",0
"898","Mirantis"," KPI FIOT",0
"899","MMCIS"," KPI FIOT",0
"900","NAS"," KPI FIOT",0
"901","NBU"," KPI FIOT",0
"902","NefteGaz"," KPI FIOT",0
"903","Oracle"," KPI FIOT",0
"904","Playtech"," KPI FIOT",0
"905","PRISM"," KPI FIOT",0
"906","Privat Bank"," KPI FIOT",0
"907","ProCredit Bank"," KPI FIOT",0
"908","Rvuzov"," KPI FIOT",0
"909","Samsung"," KPI FIOT",0
"910","SoftServe"," KPI FIOT",0.03125
"911","Some"," KPI FIOT",0
"912","Taltek"," KPI FIOT",0
"913","Tartu"," KPI FIOT",0
"914","Terrasoft"," KPI FIOT",0
"915","Theorem"," KPI FIOT",0
"916","TNS"," KPI FIOT",0
"917","Ubisoft"," KPI FIOT",0
"918","Viasoft Ltd"," KPI FIOT",0
"919","Vlasov"," KPI FIOT",0
"920","WinInteractive"," KPI FIOT",0
"921","4A Games"," NAS",0
"922","Agralp"," NAS",0
"923","Akvelon"," NAS",0
"924","Alpha Bank"," NAS",0
"925","Appko"," NAS",0
"926","Ciklum"," NAS",0
"927","Cogniance"," NAS",0
"928","EPAM"," NAS",0
"929","Freelancer"," NAS",0
"930","GlobalLogic"," NAS",0
"931","Indigo"," NAS",0
"932","Iteazer"," NAS",0
"933","Lesoft"," NAS",0
"934","LLC"," NAS",0
"935","Lohika"," NAS",0
"936","Luxoft"," NAS",0
"937","Microsoft"," NAS",0
"938","Mirantis"," NAS",0
"939","MMCIS"," NAS",0
"940","NAS"," NAS",0
"941","NBU"," NAS",0.015625
"942","NefteGaz"," NAS",0
"943","Oracle"," NAS",0
"944","Playtech"," NAS",0
"945","PRISM"," NAS",0
"946","Privat Bank"," NAS",0
"947","ProCredit Bank"," NAS",0
"948","Rvuzov"," NAS",0
"949","Samsung"," NAS",0
"950","SoftServe"," NAS",0
"951","Some"," NAS",0
"952","Taltek"," NAS",0
"953","Tartu"," NAS",0
"954","Terrasoft"," NAS",0
"955","Theorem"," NAS",0
"956","TNS"," NAS",0
"957","Ubisoft"," NAS",0
"958","Viasoft Ltd"," NAS",0
"959","Vlasov"," NAS",0
"960","WinInteractive"," NAS",0
"961","4A Games"," NAU",0
"962","Agralp"," NAU",0
"963","Akvelon"," NAU",0
"964","Alpha Bank"," NAU",0
"965","Appko"," NAU",0
"966","Ciklum"," NAU",0
"967","Cogniance"," NAU",0
"968","EPAM"," NAU",0
"969","Freelancer"," NAU",0
"970","GlobalLogic"," NAU",0
"971","Indigo"," NAU",0
"972","Iteazer"," NAU",0
"973","Lesoft"," NAU",0
"974","LLC"," NAU",0
"975","Lohika"," NAU",0
"976","Luxoft"," NAU",0
"977","Microsoft"," NAU",0
"978","Mirantis"," NAU",0
"979","MMCIS"," NAU",0
"980","NAS"," NAU",0
"981","NBU"," NAU",0
"982","NefteGaz"," NAU",0
"983","Oracle"," NAU",0
"984","Playtech"," NAU",0
"985","PRISM"," NAU",0
"986","Privat Bank"," NAU",0
"987","ProCredit Bank"," NAU",0
"988","Rvuzov"," NAU",0
"989","Samsung"," NAU",0
"990","SoftServe"," NAU",0
"991","Some"," NAU",0
"992","Taltek"," NAU",0.015625
"993","Tartu"," NAU",0
"994","Terrasoft"," NAU",0
"995","Theorem"," NAU",0
"996","TNS"," NAU",0
"997","Ubisoft"," NAU",0
"998","Viasoft Ltd"," NAU",0
"999","Vlasov"," NAU",0
"1000","WinInteractive"," NAU",0
"1001","4A Games"," Oregon State University",0
"1002","Agralp"," Oregon State University",0
"1003","Akvelon"," Oregon State University",0
"1004","Alpha Bank"," Oregon State University",0
"1005","Appko"," Oregon State University",0
"1006","Ciklum"," Oregon State University",0.015625
"1007","Cogniance"," Oregon State University",0
"1008","EPAM"," Oregon State University",0
"1009","Freelancer"," Oregon State University",0
"1010","GlobalLogic"," Oregon State University",0
"1011","Indigo"," Oregon State University",0
"1012","Iteazer"," Oregon State University",0
"1013","Lesoft"," Oregon State University",0
"1014","LLC"," Oregon State University",0
"1015","Lohika"," Oregon State University",0
"1016","Luxoft"," Oregon State University",0
"1017","Microsoft"," Oregon State University",0
"1018","Mirantis"," Oregon State University",0
"1019","MMCIS"," Oregon State University",0
"1020","NAS"," Oregon State University",0
"1021","NBU"," Oregon State University",0
"1022","NefteGaz"," Oregon State University",0
"1023","Oracle"," Oregon State University",0
"1024","Playtech"," Oregon State University",0
"1025","PRISM"," Oregon State University",0
"1026","Privat Bank"," Oregon State University",0
"1027","ProCredit Bank"," Oregon State University",0
"1028","Rvuzov"," Oregon State University",0
"1029","Samsung"," Oregon State University",0
"1030","SoftServe"," Oregon State University",0
"1031","Some"," Oregon State University",0
"1032","Taltek"," Oregon State University",0
"1033","Tartu"," Oregon State University",0
"1034","Terrasoft"," Oregon State University",0
"1035","Theorem"," Oregon State University",0
"1036","TNS"," Oregon State University",0
"1037","Ubisoft"," Oregon State University",0
"1038","Viasoft Ltd"," Oregon State University",0
"1039","Vlasov"," Oregon State University",0
"1040","WinInteractive"," Oregon State University",0
"1041","4A Games"," Paris Graduate School of Management",0
"1042","Agralp"," Paris Graduate School of Management",0
"1043","Akvelon"," Paris Graduate School of Management",0
"1044","Alpha Bank"," Paris Graduate School of Management",0
"1045","Appko"," Paris Graduate School of Management",0
"1046","Ciklum"," Paris Graduate School of Management",0
"1047","Cogniance"," Paris Graduate School of Management",0
"1048","EPAM"," Paris Graduate School of Management",0
"1049","Freelancer"," Paris Graduate School of Management",0
"1050","GlobalLogic"," Paris Graduate School of Management",0
"1051","Indigo"," Paris Graduate School of Management",0
"1052","Iteazer"," Paris Graduate School of Management",0
"1053","Lesoft"," Paris Graduate School of Management",0
"1054","LLC"," Paris Graduate School of Management",0
"1055","Lohika"," Paris Graduate School of Management",0
"1056","Luxoft"," Paris Graduate School of Management",0.015625
"1057","Microsoft"," Paris Graduate School of Management",0
"1058","Mirantis"," Paris Graduate School of Management",0
"1059","MMCIS"," Paris Graduate School of Management",0
"1060","NAS"," Paris Graduate School of Management",0
"1061","NBU"," Paris Graduate School of Management",0
"1062","NefteGaz"," Paris Graduate School of Management",0
"1063","Oracle"," Paris Graduate School of Management",0
"1064","Playtech"," Paris Graduate School of Management",0
"1065","PRISM"," Paris Graduate School of Management",0
"1066","Privat Bank"," Paris Graduate School of Management",0
"1067","ProCredit Bank"," Paris Graduate School of Management",0
"1068","Rvuzov"," Paris Graduate School of Management",0
"1069","Samsung"," Paris Graduate School of Management",0
"1070","SoftServe"," Paris Graduate School of Management",0
"1071","Some"," Paris Graduate School of Management",0
"1072","Taltek"," Paris Graduate School of Management",0
"1073","Tartu"," Paris Graduate School of Management",0
"1074","Terrasoft"," Paris Graduate School of Management",0
"1075","Theorem"," Paris Graduate School of Management",0
"1076","TNS"," Paris Graduate School of Management",0
"1077","Ubisoft"," Paris Graduate School of Management",0
"1078","Viasoft Ltd"," Paris Graduate School of Management",0
"1079","Vlasov"," Paris Graduate School of Management",0
"1080","WinInteractive"," Paris Graduate School of Management",0
"1081","4A Games"," State University of Telecommunication",0
"1082","Agralp"," State University of Telecommunication",0
"1083","Akvelon"," State University of Telecommunication",0
"1084","Alpha Bank"," State University of Telecommunication",0
"1085","Appko"," State University of Telecommunication",0
"1086","Ciklum"," State University of Telecommunication",0
"1087","Cogniance"," State University of Telecommunication",0
"1088","EPAM"," State University of Telecommunication",0
"1089","Freelancer"," State University of Telecommunication",0
"1090","GlobalLogic"," State University of Telecommunication",0
"1091","Indigo"," State University of Telecommunication",0
"1092","Iteazer"," State University of Telecommunication",0
"1093","Lesoft"," State University of Telecommunication",0
"1094","LLC"," State University of Telecommunication",0
"1095","Lohika"," State University of Telecommunication",0.015625
"1096","Luxoft"," State University of Telecommunication",0
"1097","Microsoft"," State University of Telecommunication",0
"1098","Mirantis"," State University of Telecommunication",0
"1099","MMCIS"," State University of Telecommunication",0
"1100","NAS"," State University of Telecommunication",0
"1101","NBU"," State University of Telecommunication",0
"1102","NefteGaz"," State University of Telecommunication",0
"1103","Oracle"," State University of Telecommunication",0
"1104","Playtech"," State University of Telecommunication",0
"1105","PRISM"," State University of Telecommunication",0
"1106","Privat Bank"," State University of Telecommunication",0
"1107","ProCredit Bank"," State University of Telecommunication",0
"1108","Rvuzov"," State University of Telecommunication",0
"1109","Samsung"," State University of Telecommunication",0
"1110","SoftServe"," State University of Telecommunication",0
"1111","Some"," State University of Telecommunication",0
"1112","Taltek"," State University of Telecommunication",0
"1113","Tartu"," State University of Telecommunication",0
"1114","Terrasoft"," State University of Telecommunication",0
"1115","Theorem"," State University of Telecommunication",0
"1116","TNS"," State University of Telecommunication",0
"1117","Ubisoft"," State University of Telecommunication",0
"1118","Viasoft Ltd"," State University of Telecommunication",0
"1119","Vlasov"," State University of Telecommunication",0
"1120","WinInteractive"," State University of Telecommunication",0
"1121","4A Games"," Tartu University",0
"1122","Agralp"," Tartu University",0
"1123","Akvelon"," Tartu University",0
"1124","Alpha Bank"," Tartu University",0
"1125","Appko"," Tartu University",0
"1126","Ciklum"," Tartu University",0
"1127","Cogniance"," Tartu University",0
"1128","EPAM"," Tartu University",0
"1129","Freelancer"," Tartu University",0
"1130","GlobalLogic"," Tartu University",0
"1131","Indigo"," Tartu University",0
"1132","Iteazer"," Tartu University",0
"1133","Lesoft"," Tartu University",0
"1134","LLC"," Tartu University",0
"1135","Lohika"," Tartu University",0
"1136","Luxoft"," Tartu University",0
"1137","Microsoft"," Tartu University",0
"1138","Mirantis"," Tartu University",0
"1139","MMCIS"," Tartu University",0
"1140","NAS"," Tartu University",0
"1141","NBU"," Tartu University",0
"1142","NefteGaz"," Tartu University",0
"1143","Oracle"," Tartu University",0
"1144","Playtech"," Tartu University",0
"1145","PRISM"," Tartu University",0
"1146","Privat Bank"," Tartu University",0
"1147","ProCredit Bank"," Tartu University",0
"1148","Rvuzov"," Tartu University",0
"1149","Samsung"," Tartu University",0
"1150","SoftServe"," Tartu University",0
"1151","Some"," Tartu University",0
"1152","Taltek"," Tartu University",0
"1153","Tartu"," Tartu University",0.015625
"1154","Terrasoft"," Tartu University",0
"1155","Theorem"," Tartu University",0
"1156","TNS"," Tartu University",0
"1157","Ubisoft"," Tartu University",0
"1158","Viasoft Ltd"," Tartu University",0
"1159","Vlasov"," Tartu University",0
"1160","WinInteractive"," Tartu University",0
"1161","4A Games"," Ukrainian State University of Chemical Technology",0
"1162","Agralp"," Ukrainian State University of Chemical Technology",0.015625
"1163","Akvelon"," Ukrainian State University of Chemical Technology",0
"1164","Alpha Bank"," Ukrainian State University of Chemical Technology",0
"1165","Appko"," Ukrainian State University of Chemical Technology",0
"1166","Ciklum"," Ukrainian State University of Chemical Technology",0
"1167","Cogniance"," Ukrainian State University of Chemical Technology",0
"1168","EPAM"," Ukrainian State University of Chemical Technology",0
"1169","Freelancer"," Ukrainian State University of Chemical Technology",0
"1170","GlobalLogic"," Ukrainian State University of Chemical Technology",0
"1171","Indigo"," Ukrainian State University of Chemical Technology",0
"1172","Iteazer"," Ukrainian State University of Chemical Technology",0
"1173","Lesoft"," Ukrainian State University of Chemical Technology",0
"1174","LLC"," Ukrainian State University of Chemical Technology",0
"1175","Lohika"," Ukrainian State University of Chemical Technology",0
"1176","Luxoft"," Ukrainian State University of Chemical Technology",0
"1177","Microsoft"," Ukrainian State University of Chemical Technology",0
"1178","Mirantis"," Ukrainian State University of Chemical Technology",0
"1179","MMCIS"," Ukrainian State University of Chemical Technology",0
"1180","NAS"," Ukrainian State University of Chemical Technology",0
"1181","NBU"," Ukrainian State University of Chemical Technology",0
"1182","NefteGaz"," Ukrainian State University of Chemical Technology",0
"1183","Oracle"," Ukrainian State University of Chemical Technology",0
"1184","Playtech"," Ukrainian State University of Chemical Technology",0
"1185","PRISM"," Ukrainian State University of Chemical Technology",0
"1186","Privat Bank"," Ukrainian State University of Chemical Technology",0
"1187","ProCredit Bank"," Ukrainian State University of Chemical Technology",0
"1188","Rvuzov"," Ukrainian State University of Chemical Technology",0
"1189","Samsung"," Ukrainian State University of Chemical Technology",0
"1190","SoftServe"," Ukrainian State University of Chemical Technology",0
"1191","Some"," Ukrainian State University of Chemical Technology",0
"1192","Taltek"," Ukrainian State University of Chemical Technology",0
"1193","Tartu"," Ukrainian State University of Chemical Technology",0
"1194","Terrasoft"," Ukrainian State University of Chemical Technology",0
"1195","Theorem"," Ukrainian State University of Chemical Technology",0
"1196","TNS"," Ukrainian State University of Chemical Technology",0
"1197","Ubisoft"," Ukrainian State University of Chemical Technology",0
"1198","Viasoft Ltd"," Ukrainian State University of Chemical Technology",0
"1199","Vlasov"," Ukrainian State University of Chemical Technology",0
"1200","WinInteractive"," Ukrainian State University of Chemical Technology",0
"1201","4A Games"," Ukrainian State University of WMNRA",0
"1202","Agralp"," Ukrainian State University of WMNRA",0
"1203","Akvelon"," Ukrainian State University of WMNRA",0
"1204","Alpha Bank"," Ukrainian State University of WMNRA",0
"1205","Appko"," Ukrainian State University of WMNRA",0
"1206","Ciklum"," Ukrainian State University of WMNRA",0
"1207","Cogniance"," Ukrainian State University of WMNRA",0
"1208","EPAM"," Ukrainian State University of WMNRA",0.015625
"1209","Freelancer"," Ukrainian State University of WMNRA",0
"1210","GlobalLogic"," Ukrainian State University of WMNRA",0
"1211","Indigo"," Ukrainian State University of WMNRA",0
"1212","Iteazer"," Ukrainian State University of WMNRA",0
"1213","Lesoft"," Ukrainian State University of WMNRA",0
"1214","LLC"," Ukrainian State University of WMNRA",0
"1215","Lohika"," Ukrainian State University of WMNRA",0
"1216","Luxoft"," Ukrainian State University of WMNRA",0
"1217","Microsoft"," Ukrainian State University of WMNRA",0
"1218","Mirantis"," Ukrainian State University of WMNRA",0
"1219","MMCIS"," Ukrainian State University of WMNRA",0
"1220","NAS"," Ukrainian State University of WMNRA",0
"1221","NBU"," Ukrainian State University of WMNRA",0
"1222","NefteGaz"," Ukrainian State University of WMNRA",0
"1223","Oracle"," Ukrainian State University of WMNRA",0
"1224","Playtech"," Ukrainian State University of WMNRA",0
"1225","PRISM"," Ukrainian State University of WMNRA",0
"1226","Privat Bank"," Ukrainian State University of WMNRA",0
"1227","ProCredit Bank"," Ukrainian State University of WMNRA",0
"1228","Rvuzov"," Ukrainian State University of WMNRA",0
"1229","Samsung"," Ukrainian State University of WMNRA",0
"1230","SoftServe"," Ukrainian State University of WMNRA",0
"1231","Some"," Ukrainian State University of WMNRA",0
"1232","Taltek"," Ukrainian State University of WMNRA",0
"1233","Tartu"," Ukrainian State University of WMNRA",0
"1234","Terrasoft"," Ukrainian State University of WMNRA",0
"1235","Theorem"," Ukrainian State University of WMNRA",0
"1236","TNS"," Ukrainian State University of WMNRA",0
"1237","Ubisoft"," Ukrainian State University of WMNRA",0
"1238","Viasoft Ltd"," Ukrainian State University of WMNRA",0
"1239","Vlasov"," Ukrainian State University of WMNRA",0
"1240","WinInteractive"," Ukrainian State University of WMNRA",0
"1241","4A Games"," Universidad Autonoma de Barcelona",0
"1242","Agralp"," Universidad Autonoma de Barcelona",0
"1243","Akvelon"," Universidad Autonoma de Barcelona",0
"1244","Alpha Bank"," Universidad Autonoma de Barcelona",0
"1245","Appko"," Universidad Autonoma de Barcelona",0
"1246","Ciklum"," Universidad Autonoma de Barcelona",0
"1247","Cogniance"," Universidad Autonoma de Barcelona",0
"1248","EPAM"," Universidad Autonoma de Barcelona",0
"1249","Freelancer"," Universidad Autonoma de Barcelona",0
"1250","GlobalLogic"," Universidad Autonoma de Barcelona",0
"1251","Indigo"," Universidad Autonoma de Barcelona",0
"1252","Iteazer"," Universidad Autonoma de Barcelona",0
"1253","Lesoft"," Universidad Autonoma de Barcelona",0.015625
"1254","LLC"," Universidad Autonoma de Barcelona",0
"1255","Lohika"," Universidad Autonoma de Barcelona",0
"1256","Luxoft"," Universidad Autonoma de Barcelona",0
"1257","Microsoft"," Universidad Autonoma de Barcelona",0
"1258","Mirantis"," Universidad Autonoma de Barcelona",0
"1259","MMCIS"," Universidad Autonoma de Barcelona",0
"1260","NAS"," Universidad Autonoma de Barcelona",0
"1261","NBU"," Universidad Autonoma de Barcelona",0
"1262","NefteGaz"," Universidad Autonoma de Barcelona",0
"1263","Oracle"," Universidad Autonoma de Barcelona",0
"1264","Playtech"," Universidad Autonoma de Barcelona",0
"1265","PRISM"," Universidad Autonoma de Barcelona",0
"1266","Privat Bank"," Universidad Autonoma de Barcelona",0
"1267","ProCredit Bank"," Universidad Autonoma de Barcelona",0
"1268","Rvuzov"," Universidad Autonoma de Barcelona",0
"1269","Samsung"," Universidad Autonoma de Barcelona",0
"1270","SoftServe"," Universidad Autonoma de Barcelona",0
"1271","Some"," Universidad Autonoma de Barcelona",0
"1272","Taltek"," Universidad Autonoma de Barcelona",0
"1273","Tartu"," Universidad Autonoma de Barcelona",0
"1274","Terrasoft"," Universidad Autonoma de Barcelona",0
"1275","Theorem"," Universidad Autonoma de Barcelona",0
"1276","TNS"," Universidad Autonoma de Barcelona",0
"1277","Ubisoft"," Universidad Autonoma de Barcelona",0
"1278","Viasoft Ltd"," Universidad Autonoma de Barcelona",0
"1279","Vlasov"," Universidad Autonoma de Barcelona",0
"1280","WinInteractive"," Universidad Autonoma de Barcelona",0
"1281","4A Games"," Vinnytsya NTU",0
"1282","Agralp"," Vinnytsya NTU",0
"1283","Akvelon"," Vinnytsya NTU",0
"1284","Alpha Bank"," Vinnytsya NTU",0
"1285","Appko"," Vinnytsya NTU",0
"1286","Ciklum"," Vinnytsya NTU",0
"1287","Cogniance"," Vinnytsya NTU",0
"1288","EPAM"," Vinnytsya NTU",0
"1289","Freelancer"," Vinnytsya NTU",0
"1290","GlobalLogic"," Vinnytsya NTU",0
"1291","Indigo"," Vinnytsya NTU",0
"1292","Iteazer"," Vinnytsya NTU",0
"1293","Lesoft"," Vinnytsya NTU",0
"1294","LLC"," Vinnytsya NTU",0
"1295","Lohika"," Vinnytsya NTU",0
"1296","Luxoft"," Vinnytsya NTU",0
"1297","Microsoft"," Vinnytsya NTU",0
"1298","Mirantis"," Vinnytsya NTU",0
"1299","MMCIS"," Vinnytsya NTU",0
"1300","NAS"," Vinnytsya NTU",0
"1301","NBU"," Vinnytsya NTU",0
"1302","NefteGaz"," Vinnytsya NTU",0
"1303","Oracle"," Vinnytsya NTU",0
"1304","Playtech"," Vinnytsya NTU",0
"1305","PRISM"," Vinnytsya NTU",0
"1306","Privat Bank"," Vinnytsya NTU",0
"1307","ProCredit Bank"," Vinnytsya NTU",0
"1308","Rvuzov"," Vinnytsya NTU",0
"1309","Samsung"," Vinnytsya NTU",0
"1310","SoftServe"," Vinnytsya NTU",0
"1311","Some"," Vinnytsya NTU",0
"1312","Taltek"," Vinnytsya NTU",0
"1313","Tartu"," Vinnytsya NTU",0
"1314","Terrasoft"," Vinnytsya NTU",0
"1315","Theorem"," Vinnytsya NTU",0
