"","Job","University","Freq"
"1316","TNS"," Vinnytsya NTU",0
"1317","Ubisoft"," Vinnytsya NTU",0
"1318","Viasoft Ltd"," Vinnytsya NTU",0
"1319","Vlasov"," Vinnytsya NTU",0.015625
"1320","WinInteractive"," Vinnytsya NTU",0.03125
"1321","4A Games"," Vinnytsya NTU CS",0
"1322","Agralp"," Vinnytsya NTU CS",0
"1323","Akvelon"," Vinnytsya NTU CS",0
"1324","Alpha Bank"," Vinnytsya NTU CS",0
"1325","Appko"," Vinnytsya NTU CS",0
"1326","Ciklum"," Vinnytsya NTU CS",0
"1327","Cogniance"," Vinnytsya NTU CS",0
"1328","EPAM"," Vinnytsya NTU CS",0
"1329","Freelancer"," Vinnytsya NTU CS",0
"1330","GlobalLogic"," Vinnytsya NTU CS",0
"1331","Indigo"," Vinnytsya NTU CS",0
"1332","Iteazer"," Vinnytsya NTU CS",0
"1333","Lesoft"," Vinnytsya NTU CS",0
"1334","LLC"," Vinnytsya NTU CS",0
"1335","Lohika"," Vinnytsya NTU CS",0
"1336","Luxoft"," Vinnytsya NTU CS",0
"1337","Microsoft"," Vinnytsya NTU CS",0
"1338","Mirantis"," Vinnytsya NTU CS",0
"1339","MMCIS"," Vinnytsya NTU CS",0
"1340","NAS"," Vinnytsya NTU CS",0
"1341","NBU"," Vinnytsya NTU CS",0
"1342","NefteGaz"," Vinnytsya NTU CS",0
"1343","Oracle"," Vinnytsya NTU CS",0
"1344","Playtech"," Vinnytsya NTU CS",0
"1345","PRISM"," Vinnytsya NTU CS",0
"1346","Privat Bank"," Vinnytsya NTU CS",0
"1347","ProCredit Bank"," Vinnytsya NTU CS",0
"1348","Rvuzov"," Vinnytsya NTU CS",0
"1349","Samsung"," Vinnytsya NTU CS",0
"1350","SoftServe"," Vinnytsya NTU CS",0
"1351","Some"," Vinnytsya NTU CS",0
"1352","Taltek"," Vinnytsya NTU CS",0
"1353","Tartu"," Vinnytsya NTU CS",0
"1354","Terrasoft"," Vinnytsya NTU CS",0
"1355","Theorem"," Vinnytsya NTU CS",0
"1356","TNS"," Vinnytsya NTU CS",0
"1357","Ubisoft"," Vinnytsya NTU CS",0
"1358","Viasoft Ltd"," Vinnytsya NTU CS",0.015625
"1359","Vlasov"," Vinnytsya NTU CS",0
"1360","WinInteractive"," Vinnytsya NTU CS",0
"1361","4A Games"," Vinnytsya NTU Management",0
"1362","Agralp"," Vinnytsya NTU Management",0
"1363","Akvelon"," Vinnytsya NTU Management",0
"1364","Alpha Bank"," Vinnytsya NTU Management",0
"1365","Appko"," Vinnytsya NTU Management",0
"1366","Ciklum"," Vinnytsya NTU Management",0
"1367","Cogniance"," Vinnytsya NTU Management",0
"1368","EPAM"," Vinnytsya NTU Management",0
"1369","Freelancer"," Vinnytsya NTU Management",0
"1370","GlobalLogic"," Vinnytsya NTU Management",0
"1371","Indigo"," Vinnytsya NTU Management",0.015625
"1372","Iteazer"," Vinnytsya NTU Management",0
"1373","Lesoft"," Vinnytsya NTU Management",0
"1374","LLC"," Vinnytsya NTU Management",0
"1375","Lohika"," Vinnytsya NTU Management",0
"1376","Luxoft"," Vinnytsya NTU Management",0
"1377","Microsoft"," Vinnytsya NTU Management",0
"1378","Mirantis"," Vinnytsya NTU Management",0
"1379","MMCIS"," Vinnytsya NTU Management",0
"1380","NAS"," Vinnytsya NTU Management",0
"1381","NBU"," Vinnytsya NTU Management",0
"1382","NefteGaz"," Vinnytsya NTU Management",0
"1383","Oracle"," Vinnytsya NTU Management",0
"1384","Playtech"," Vinnytsya NTU Management",0
"1385","PRISM"," Vinnytsya NTU Management",0
"1386","Privat Bank"," Vinnytsya NTU Management",0
"1387","ProCredit Bank"," Vinnytsya NTU Management",0
"1388","Rvuzov"," Vinnytsya NTU Management",0
"1389","Samsung"," Vinnytsya NTU Management",0
"1390","SoftServe"," Vinnytsya NTU Management",0
"1391","Some"," Vinnytsya NTU Management",0
"1392","Taltek"," Vinnytsya NTU Management",0
"1393","Tartu"," Vinnytsya NTU Management",0
"1394","Terrasoft"," Vinnytsya NTU Management",0
"1395","Theorem"," Vinnytsya NTU Management",0
"1396","TNS"," Vinnytsya NTU Management",0
"1397","Ubisoft"," Vinnytsya NTU Management",0
"1398","Viasoft Ltd"," Vinnytsya NTU Management",0
"1399","Vlasov"," Vinnytsya NTU Management",0
"1400","WinInteractive"," Vinnytsya NTU Management",0
"1401","4A Games"," Vinnytsya Ped University",0
"1402","Agralp"," Vinnytsya Ped University",0
"1403","Akvelon"," Vinnytsya Ped University",0
"1404","Alpha Bank"," Vinnytsya Ped University",0
"1405","Appko"," Vinnytsya Ped University",0
"1406","Ciklum"," Vinnytsya Ped University",0
"1407","Cogniance"," Vinnytsya Ped University",0
"1408","EPAM"," Vinnytsya Ped University",0.015625
"1409","Freelancer"," Vinnytsya Ped University",0
"1410","GlobalLogic"," Vinnytsya Ped University",0
"1411","Indigo"," Vinnytsya Ped University",0
"1412","Iteazer"," Vinnytsya Ped University",0
"1413","Lesoft"," Vinnytsya Ped University",0
"1414","LLC"," Vinnytsya Ped University",0
"1415","Lohika"," Vinnytsya Ped University",0
"1416","Luxoft"," Vinnytsya Ped University",0
"1417","Microsoft"," Vinnytsya Ped University",0
"1418","Mirantis"," Vinnytsya Ped University",0
"1419","MMCIS"," Vinnytsya Ped University",0
"1420","NAS"," Vinnytsya Ped University",0
"1421","NBU"," Vinnytsya Ped University",0
"1422","NefteGaz"," Vinnytsya Ped University",0
"1423","Oracle"," Vinnytsya Ped University",0
"1424","Playtech"," Vinnytsya Ped University",0
"1425","PRISM"," Vinnytsya Ped University",0
"1426","Privat Bank"," Vinnytsya Ped University",0
"1427","ProCredit Bank"," Vinnytsya Ped University",0
"1428","Rvuzov"," Vinnytsya Ped University",0
"1429","Samsung"," Vinnytsya Ped University",0
"1430","SoftServe"," Vinnytsya Ped University",0
"1431","Some"," Vinnytsya Ped University",0
"1432","Taltek"," Vinnytsya Ped University",0
"1433","Tartu"," Vinnytsya Ped University",0
"1434","Terrasoft"," Vinnytsya Ped University",0
"1435","Theorem"," Vinnytsya Ped University",0
"1436","TNS"," Vinnytsya Ped University",0
"1437","Ubisoft"," Vinnytsya Ped University",0
"1438","Viasoft Ltd"," Vinnytsya Ped University",0
"1439","Vlasov"," Vinnytsya Ped University",0
"1440","WinInteractive"," Vinnytsya Ped University",0
